ticker,strike,expiry,optionType,volume,premium,openInterest,bidAskSpread,timestamp,sweepType,sourceFile
QBTS,61,11/14/2025,Call,1128,$411.7K,1128,0,"Tuesday, October 14, 2025 at 3:25 PM",Call Sweep,options_data_2025-10-14_16-00.csv
KMX,52.5,11/21/2025,Put,1789,$1.5M,1790,0,"Tuesday, October 14, 2025 at 3:27 PM",Unusual Put Sweep,options_data_2025-10-14_16-00.csv
IREN,50,01/16/2026,Call,210,$612.2K,520,0,"Tuesday, October 14, 2025 at 3:30 PM",Call Sweep,options_data_2025-10-14_16-00.csv
NVDA,220,01/16/2026,Call,1000,$475K,3404,0,"Tuesday, October 14, 2025 at 3:38 PM",Call Sweep,options_data_2025-10-14_16-00.csv
AMD,230,11/21/2025,Call,1547,$2.4M,4273,0,"Tuesday, October 14, 2025 at 3:44 PM",Call Sweep,options_data_2025-10-14_16-00.csv
TSLA,365,12/19/2025,Put,795,$1.1M,880,0,"Tuesday, October 14, 2025 at 3:48 PM",Put Sweep,options_data_2025-10-14_16-00.csv
UVIX,11,12/19/2025,Call,1250,$431.3K,1337,0,"Tuesday, October 14, 2025 at 3:52 PM",Call Sweep,options_data_2025-10-14_16-00.csv
IREN,35,03/20/2026,Put,1526,$747.7K,22730,0,"Tuesday, October 14, 2025 at 3:54 PM",Put Sweep,options_data_2025-10-14_16-00.csv
ONDS,12,01/15/2027,Call,852,$443K,1861,0,"Tuesday, October 14, 2025 at 3:59 PM",Call Sweep,options_data_2025-10-14_16-00.csv
AAPL,220,06/17/2027,Call,597,$3.4M,2164,0,"Tuesday, October 14, 2025 at 4:05 PM",Call Sweep,options_data_2025-10-14_16-00.csv
AAL,13,12/19/2025,Put,4498,$643.2K,4570,0,"Tuesday, October 14, 2025 at 4:06 PM",Put Sweep,options_data_2025-10-14_16-00.csv
NIO,5,02/20/2026,Call,2097,$471.8K,4292,0,"Tuesday, October 14, 2025 at 4:07 PM",Call Sweep,options_data_2025-10-14_16-00.csv
IONQ,95,04/17/2026,Call,526,$962.9K,530,0,"Tuesday, October 14, 2025 at 4:12 PM",Call Sweep,options_data_2025-10-14_16-00.csv
WMT,105,11/21/2025,Call,1002,$541.1K,50102,0,"Tuesday, October 14, 2025 at 4:13 PM",Unusual Call Sweep,options_data_2025-10-14_16-00.csv
EOSE,25,01/16/2026,Call,2500,$562.5K,9568,0,"Tuesday, October 14, 2025 at 4:15 PM",Unusual Call Sweep,options_data_2025-10-14_16-00.csv
NIO,5,02/20/2026,Call,5728,$1.3M,12370,0,"Tuesday, October 14, 2025 at 4:15 PM",Call Sweep,options_data_2025-10-14_16-00.csv
NIO,5,02/20/2026,Call,4410,$1M,16780,0,"Tuesday, October 14, 2025 at 4:15 PM",Call Sweep,options_data_2025-10-14_16-00.csv
CNC,27.5,01/15/2027,Call,405,$538.9K,409,0,"Tuesday, October 14, 2025 at 4:15 PM",Call Sweep,options_data_2025-10-14_16-00.csv
NIO,5,02/20/2026,Call,4980,$1.1M,21760,0,"Tuesday, October 14, 2025 at 4:15 PM",Call Sweep,options_data_2025-10-14_16-00.csv
TSLL,30,01/21/2028,Call,906,$815.4K,1189,0,"Wednesday, October 15, 2025 at 9:45 AM",Call Sweep,options_data_2025-10-15_10-00.csv
NVDA,180,09/18/2026,Put,200,$518.1K,201,0,"Wednesday, October 15, 2025 at 9:46 AM",Put Sweep,options_data_2025-10-15_10-00.csv
DIS,110,12/19/2025,Call,800,$576K,800,0,"Wednesday, October 15, 2025 at 9:46 AM",Call Sweep,options_data_2025-10-15_10-00.csv
BABA,180,11/21/2025,Call,625,$425K,738,0,"Wednesday, October 15, 2025 at 9:47 AM",Call Sweep,options_data_2025-10-15_10-00.csv
BABA,150,11/21/2025,Call,210,$455.7K,216,0,"Wednesday, October 15, 2025 at 9:47 AM",Call Sweep,options_data_2025-10-15_10-00.csv
WMT,100,01/15/2027,Call,216,$410.4K,216,0,"Wednesday, October 15, 2025 at 9:51 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,940,09/18/2026,Call,250,$495K,1491,0,"Wednesday, October 15, 2025 at 9:52 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,940,09/18/2026,Call,249,$493K,1991,0,"Wednesday, October 15, 2025 at 9:53 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,940,09/18/2026,Call,250,$495K,2241,0,"Wednesday, October 15, 2025 at 9:53 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
GLD,380,11/21/2025,Call,400,$594.2K,3398,0,"Wednesday, October 15, 2025 at 9:53 AM",Call Sweep,options_data_2025-10-15_10-00.csv
PLTR,185,11/07/2025,Call,350,$458.5K,385,0,"Wednesday, October 15, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,273,$453.2K,2430,0,"Wednesday, October 15, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,1000,$1.6M,3456,0,"Wednesday, October 15, 2025 at 9:55 AM",Call Sweep,options_data_2025-10-15_10-00.csv
IREN,70,01/16/2026,Call,400,$794K,732,0,"Wednesday, October 15, 2025 at 9:57 AM",Call Sweep,options_data_2025-10-15_10-00.csv
BTDR,17.5,01/16/2026,Call,398,$453.8K,2112,0,"Wednesday, October 15, 2025 at 9:58 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,957,$1.6M,6057,0,"Wednesday, October 15, 2025 at 9:59 AM",Call Sweep,options_data_2025-10-15_10-00.csv
IREN,75,11/21/2025,Put,507,$709.9K,507,0,"Wednesday, October 15, 2025 at 10:00 AM",Put Sweep,options_data_2025-10-15_10-00.csv
GOOGL,250,05/15/2026,Call,200,$558K,411,0,"Wednesday, October 15, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,1006,$1.7M,7111,0,"Wednesday, October 15, 2025 at 10:01 AM",Call Sweep,options_data_2025-10-15_10-00.csv
IREN,75,11/21/2025,Put,2008,$2.8M,3074,0,"Wednesday, October 15, 2025 at 10:01 AM",Put Sweep,options_data_2025-10-15_10-00.csv
AMD,240,12/19/2025,Call,350,$602K,381,0,"Wednesday, October 15, 2025 at 10:02 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,1001,$1.7M,10462,0,"Wednesday, October 15, 2025 at 10:03 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
NVDA,185,11/21/2025,Call,400,$404K,1782,0,"Wednesday, October 15, 2025 at 10:03 AM",Call Sweep,options_data_2025-10-15_10-00.csv
CEG,530,06/18/2026,Call,260,$925.6K,261,0,"Wednesday, October 15, 2025 at 10:04 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,1000,$1.7M,13739,0,"Wednesday, October 15, 2025 at 10:05 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
AMD,220,04/17/2026,Call,152,$608K,156,0,"Wednesday, October 15, 2025 at 10:06 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,300,$507K,14437,0,"Wednesday, October 15, 2025 at 10:06 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
WMT,120,06/18/2026,Call,1140,$632.7K,1141,0,"Wednesday, October 15, 2025 at 10:07 AM",Call Sweep,options_data_2025-10-15_10-00.csv
TSLA,520,12/19/2025,Call,1000,$1.7M,16979,0,"Wednesday, October 15, 2025 at 10:10 AM",Unusual Call Sweep,options_data_2025-10-15_10-00.csv
HPE,22,11/21/2025,Call,2000,$820.2K,2000,0,"Wednesday, October 15, 2025 at 10:10 AM",Call Sweep,options_data_2025-10-15_10-00.csv
NVTS,19,03/20/2026,Call,2611,$1.2M,2611,0,"Wednesday, October 15, 2025 at 10:10 AM",Call Sweep,options_data_2025-10-15_10-00.csv
NVDA,175,11/21/2025,Call,403,$644.8K,765,0,"Wednesday, October 15, 2025 at 10:15 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IREN,70,03/20/2026,Put,716,$1.6M,997,0,"Wednesday, October 15, 2025 at 10:15 AM",Put Sweep,options_data_2025-10-15_11-30.csv
NVDA,185,11/14/2025,Call,3287,$2.7M,10122,0,"Wednesday, October 15, 2025 at 10:15 AM",Call Sweep,options_data_2025-10-15_11-30.csv
TQQQ,103,11/21/2025,Call,473,$423.3K,503,0,"Wednesday, October 15, 2025 at 10:18 AM",Call Sweep,options_data_2025-10-15_11-30.csv
NU,15,01/16/2026,Call,5000,$650K,15215,0,"Wednesday, October 15, 2025 at 10:19 AM",Call Sweep,options_data_2025-10-15_11-30.csv
LEU,500,11/21/2025,Call,250,$1.3M,288,0,"Wednesday, October 15, 2025 at 10:20 AM",Unusual Call Sweep,options_data_2025-10-15_11-30.csv
ARM,180,02/20/2026,Call,346,$780.2K,979,0,"Wednesday, October 15, 2025 at 10:21 AM",Call Sweep,options_data_2025-10-15_11-30.csv
ARM,180,02/20/2026,Call,325,$731.3K,1304,0,"Wednesday, October 15, 2025 at 10:21 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IREN,75,11/21/2025,Put,335,$452.3K,3458,0,"Wednesday, October 15, 2025 at 10:22 AM",Put Sweep,options_data_2025-10-15_11-30.csv
ARM,180,02/20/2026,Call,319,$717.8K,1652,0,"Wednesday, October 15, 2025 at 10:22 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IREN,75,11/21/2025,Put,419,$565.7K,4138,0,"Wednesday, October 15, 2025 at 10:23 AM",Put Sweep,options_data_2025-10-15_11-30.csv
IREN,75,11/21/2025,Put,485,$654.8K,4623,0,"Wednesday, October 15, 2025 at 10:23 AM",Put Sweep,options_data_2025-10-15_11-30.csv
IREN,75,11/21/2025,Put,1289,$1.7M,6123,0,"Wednesday, October 15, 2025 at 10:23 AM",Put Sweep,options_data_2025-10-15_11-30.csv
FLNC,18,11/21/2025,Call,1350,$688.5K,1426,0,"Wednesday, October 15, 2025 at 10:25 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,1992,$3.3M,2035,0,"Wednesday, October 15, 2025 at 10:25 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,395,$647.8K,2437,0,"Wednesday, October 15, 2025 at 10:26 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
TSLA,940,09/18/2026,Call,199,$417.9K,5214,0,"Wednesday, October 15, 2025 at 10:26 AM",Unusual Call Sweep,options_data_2025-10-15_11-30.csv
MU,200,11/07/2025,Call,800,$600K,845,0,"Wednesday, October 15, 2025 at 10:27 AM",Call Sweep,options_data_2025-10-15_11-30.csv
TSLA,940,09/18/2026,Call,200,$422K,5623,0,"Wednesday, October 15, 2025 at 10:28 AM",Unusual Call Sweep,options_data_2025-10-15_11-30.csv
NVDA,185,04/17/2026,Put,360,$795.6K,361,0,"Wednesday, October 15, 2025 at 10:30 AM",Put Sweep,options_data_2025-10-15_11-30.csv
GLD,395,03/20/2026,Call,333,$639.4K,357,0,"Wednesday, October 15, 2025 at 10:31 AM",Call Sweep,options_data_2025-10-15_11-30.csv
CLSK,23,11/21/2025,Call,2928,$1.1M,4405,0,"Wednesday, October 15, 2025 at 10:32 AM",Unusual Call Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,263,$436.6K,3123,0,"Wednesday, October 15, 2025 at 10:35 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,716,$1.2M,4163,0,"Wednesday, October 15, 2025 at 10:36 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,438,$722.7K,4790,0,"Wednesday, October 15, 2025 at 10:36 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
GOOG,300,01/15/2027,Call,217,$542.5K,239,0,"Wednesday, October 15, 2025 at 10:36 AM",Call Sweep,options_data_2025-10-15_11-30.csv
GLD,450,01/16/2026,Call,2107,$624.9K,2210,0,"Wednesday, October 15, 2025 at 10:38 AM",Call Sweep,options_data_2025-10-15_11-30.csv
INTC,48,03/20/2026,Call,6987,$1.9M,7773,0,"Wednesday, October 15, 2025 at 10:39 AM",Call Sweep,options_data_2025-10-15_11-30.csv
QS,20,11/21/2025,Call,8891,$2.4M,11184,0,"Wednesday, October 15, 2025 at 10:41 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IREN,80,11/21/2025,Put,1500,$2.5M,6419,0,"Wednesday, October 15, 2025 at 10:43 AM",Unusual Put Sweep,options_data_2025-10-15_11-30.csv
TSLA,940,06/18/2026,Call,751,$942.5K,3888,0,"Wednesday, October 15, 2025 at 10:51 AM",Call Sweep,options_data_2025-10-15_11-30.csv
AMD,250,04/17/2026,Call,198,$649.4K,310,0,"Wednesday, October 15, 2025 at 10:57 AM",Call Sweep,options_data_2025-10-15_11-30.csv
ORCL,260,12/19/2025,Put,500,$500.1K,612,0,"Wednesday, October 15, 2025 at 11:00 AM",Put Sweep,options_data_2025-10-15_11-30.csv
AMD,370,12/19/2025,Call,1899,$435.9K,1928,0,"Wednesday, October 15, 2025 at 11:14 AM",Call Sweep,options_data_2025-10-15_11-30.csv
IRBT,15,01/15/2027,Call,2754,$440.6K,2768,0,"Wednesday, October 15, 2025 at 11:22 AM",Unusual Call Sweep,options_data_2025-10-15_11-30.csv
AAPL,235,04/17/2026,Call,160,$492K,396,0,"Wednesday, October 15, 2025 at 11:30 AM",Call Sweep,options_data_2025-10-15_11-30.csv
FCX,38,01/16/2026,Put,2632,$450.1K,2759,0,"Wednesday, October 15, 2025 at 11:37 AM",Put Sweep,options_data_2025-10-15_14-00.csv
IONQ,75,11/21/2025,Put,971,$1.1M,1879,0,"Wednesday, October 15, 2025 at 11:38 AM",Put Sweep,options_data_2025-10-15_14-00.csv
RIO,72.5,03/20/2026,Put,750,$547.5K,750,0,"Wednesday, October 15, 2025 at 11:38 AM",Put Sweep,options_data_2025-10-15_14-00.csv
TSM,300,12/19/2025,Put,481,$918.7K,1331,0,"Wednesday, October 15, 2025 at 11:39 AM",Put Sweep,options_data_2025-10-15_14-00.csv
ADBE,500,12/18/2026,Call,431,$745.7K,441,0,"Wednesday, October 15, 2025 at 11:42 AM",Call Sweep,options_data_2025-10-15_14-00.csv
MRVL,85,11/21/2025,Call,666,$572.8K,739,0,"Wednesday, October 15, 2025 at 11:43 AM",Call Sweep,options_data_2025-10-15_14-00.csv
MARA,35,01/15/2027,Call,726,$435.6K,776,0,"Wednesday, October 15, 2025 at 11:45 AM",Call Sweep,options_data_2025-10-15_14-00.csv
NVDA,220,05/15/2026,Call,392,$484.1K,442,0,"Wednesday, October 15, 2025 at 11:48 AM",Call Sweep,options_data_2025-10-15_14-00.csv
IREN,60,01/16/2026,Call,270,$590K,519,0,"Wednesday, October 15, 2025 at 11:59 AM",Call Sweep,options_data_2025-10-15_14-00.csv
TSLA,520,12/19/2025,Call,808,$1.4M,23035,0,"Wednesday, October 15, 2025 at 12:02 PM",Unusual Call Sweep,options_data_2025-10-15_14-00.csv
NVDA,180,09/18/2026,Put,159,$435.7K,773,0,"Wednesday, October 15, 2025 at 12:05 PM",Put Sweep,options_data_2025-10-15_14-00.csv
NBIS,90,01/21/2028,Call,422,$3M,510,0,"Wednesday, October 15, 2025 at 12:07 PM",Call Sweep,options_data_2025-10-15_14-00.csv
RGTI,55,02/20/2026,Call,281,$451K,685,0,"Wednesday, October 15, 2025 at 12:10 PM",Call Sweep,options_data_2025-10-15_14-00.csv
RGTI,55,05/15/2026,Call,231,$467.8K,998,0,"Wednesday, October 15, 2025 at 12:10 PM",Call Sweep,options_data_2025-10-15_14-00.csv
ARM,190,03/20/2026,Call,200,$435K,241,0,"Wednesday, October 15, 2025 at 12:23 PM",Call Sweep,options_data_2025-10-15_14-00.csv
ARM,180,02/20/2026,Call,552,$1.2M,2317,0,"Wednesday, October 15, 2025 at 12:23 PM",Call Sweep,options_data_2025-10-15_14-00.csv
GOOGL,280,01/16/2026,Call,634,$516.7K,4182,0,"Wednesday, October 15, 2025 at 12:27 PM",Call Sweep,options_data_2025-10-15_14-00.csv
AAPL,250,09/18/2026,Call,200,$601K,258,0,"Wednesday, October 15, 2025 at 12:41 PM",Call Sweep,options_data_2025-10-15_14-00.csv
CRWV,140,01/16/2026,Call,282,$648.6K,4500,0,"Wednesday, October 15, 2025 at 12:44 PM",Call Sweep,options_data_2025-10-15_14-00.csv
MU,200,01/16/2026,Call,250,$507.5K,1452,0,"Wednesday, October 15, 2025 at 12:54 PM",Call Sweep,options_data_2025-10-15_14-00.csv
VG,22.5,02/20/2026,Put,791,$1.1M,793,0,"Wednesday, October 15, 2025 at 1:22 PM",Put Sweep,options_data_2025-10-15_14-00.csv
INTC,48,03/20/2026,Call,2000,$554K,22250,0,"Wednesday, October 15, 2025 at 1:37 PM",Unusual Call Sweep,options_data_2025-10-15_14-00.csv
INTC,48,03/20/2026,Call,3240,$897.5K,25490,0,"Wednesday, October 15, 2025 at 1:38 PM",Unusual Call Sweep,options_data_2025-10-15_14-00.csv
TSLA,700,06/18/2026,Call,174,$428.9K,242,0,"Wednesday, October 15, 2025 at 1:46 PM",Call Sweep,options_data_2025-10-15_14-00.csv
TSLA,710,06/18/2026,Call,218,$516.7K,220,0,"Wednesday, October 15, 2025 at 1:46 PM",Call Sweep,options_data_2025-10-15_14-00.csv
PLTR,160,11/21/2025,Put,622,$482.1K,1354,0,"Wednesday, October 15, 2025 at 1:58 PM",Put Sweep,options_data_2025-10-15_14-00.csv
AMD,250,06/18/2026,Call,357,$1.5M,1507,0,"Wednesday, October 15, 2025 at 2:55 PM",Call Sweep,options_data_2025-10-15_16-00.csv
AMZN,240,12/18/2026,Call,200,$536K,295,0,"Wednesday, October 15, 2025 at 2:59 PM",Call Sweep,options_data_2025-10-15_16-00.csv
TTMI,65,11/21/2025,Call,1200,$425.9K,1209,0,"Wednesday, October 15, 2025 at 2:59 PM",Call Sweep,options_data_2025-10-15_16-00.csv
NVDA,154,06/18/2026,Put,488,$634.4K,507,0,"Wednesday, October 15, 2025 at 3:03 PM",Put Sweep,options_data_2025-10-15_16-00.csv
IAU,75,01/16/2026,Call,931,$577.2K,1602,0,"Wednesday, October 15, 2025 at 3:12 PM",Call Sweep,options_data_2025-10-15_16-00.csv
FLNC,10,01/15/2027,Call,737,$1M,824,0,"Wednesday, October 15, 2025 at 3:20 PM",Call Sweep,options_data_2025-10-15_16-00.csv
GLD,380,03/20/2026,Put,309,$455.8K,1398,0,"Wednesday, October 15, 2025 at 3:35 PM",Put Sweep,options_data_2025-10-15_16-00.csv
GOOG,290,11/21/2025,Call,1921,$518.7K,6432,0,"Wednesday, October 15, 2025 at 3:37 PM",Call Sweep,options_data_2025-10-15_16-00.csv
SLV,40,03/20/2026,Call,1000,$880K,2087,0,"Wednesday, October 15, 2025 at 3:45 PM",Call Sweep,options_data_2025-10-15_16-00.csv
ADI,240,11/21/2025,Put,348,$415.8K,349,0,"Wednesday, October 15, 2025 at 3:54 PM",Put Sweep,options_data_2025-10-15_16-00.csv
UAL,110,11/21/2025,Call,1037,$482.8K,2295,0,"Wednesday, October 15, 2025 at 4:02 PM",Call Sweep,options_data_2025-10-15_16-00.csv
GLD,375,12/19/2025,Call,259,$589.2K,640,0,"Wednesday, October 15, 2025 at 4:07 PM",Call Sweep,options_data_2025-10-15_16-00.csv
SMH,342.5,11/28/2025,Call,383,$658.8K,386,0,"Wednesday, October 15, 2025 at 4:07 PM",Unusual Call Sweep,options_data_2025-10-15_16-00.csv
MSTR,285,12/19/2025,Put,216,$582.1K,242,0,"Wednesday, October 15, 2025 at 4:11 PM",Put Sweep,options_data_2025-10-15_16-00.csv
META,750,01/16/2026,Call,300,$1.3M,2193,0,"Wednesday, October 15, 2025 at 4:13 PM",Call Sweep,options_data_2025-10-15_16-00.csv
TSLA,500,12/19/2025,Call,250,$525K,6372,0,"Wednesday, October 15, 2025 at 4:14 PM",Call Sweep,options_data_2025-10-15_16-00.csv
SHOP,170,11/21/2025,Put,667,$1.1M,667,0,"Thursday, October 16, 2025 at 9:46 AM",Put Sweep,options_data_2025-10-16_10-30.csv
GLD,380,03/20/2026,Put,310,$420.1K,315,0,"Thursday, October 16, 2025 at 9:46 AM",Put Sweep,options_data_2025-10-16_10-30.csv
TSM,270,11/21/2025,Put,1559,$631.4K,3616,0,"Thursday, October 16, 2025 at 9:47 AM",Put Sweep,options_data_2025-10-16_10-30.csv
HIMS,60,11/07/2025,Call,500,$465K,517,0,"Thursday, October 16, 2025 at 9:51 AM",Call Sweep,options_data_2025-10-16_10-30.csv
MU,185,01/16/2026,Call,363,$1.1M,400,0,"Thursday, October 16, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-16_10-30.csv
SBUX,90,11/21/2025,Put,576,$472.4K,588,0,"Thursday, October 16, 2025 at 9:54 AM",Put Sweep,options_data_2025-10-16_10-30.csv
GLD,396,11/14/2025,Call,449,$435.5K,450,0,"Thursday, October 16, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-16_10-30.csv
PPLT,160,11/21/2025,Call,900,$486K,903,0,"Thursday, October 16, 2025 at 9:58 AM",Call Sweep,options_data_2025-10-16_10-30.csv
GLD,395,11/14/2025,Call,1470,$1.5M,1484,0,"Thursday, October 16, 2025 at 9:59 AM",Call Sweep,options_data_2025-10-16_10-30.csv
QS,20,11/21/2025,Call,3462,$727K,5848,0,"Thursday, October 16, 2025 at 10:06 AM",Call Sweep,options_data_2025-10-16_10-30.csv
PDD,105,01/16/2026,Put,2806,$651K,2807,0,"Thursday, October 16, 2025 at 10:06 AM",Put Sweep,options_data_2025-10-16_10-30.csv
NBIS,125,02/20/2026,Put,302,$800.3K,302,0,"Thursday, October 16, 2025 at 10:07 AM",Unusual Put Sweep,options_data_2025-10-16_10-30.csv
NVDA,180,02/20/2026,Call,294,$618.9K,558,0,"Thursday, October 16, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-16_10-30.csv
NVDA,180,02/20/2026,Call,267,$562K,825,0,"Thursday, October 16, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-16_10-30.csv
NVDA,180,02/20/2026,Call,322,$679.4K,1322,0,"Thursday, October 16, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-16_10-30.csv
ASTS,145,06/18/2026,Call,200,$441K,220,0,"Thursday, October 16, 2025 at 10:10 AM",Call Sweep,options_data_2025-10-16_10-30.csv
MU,185,03/20/2026,Call,151,$574.2K,152,0,"Thursday, October 16, 2025 at 10:13 AM",Call Sweep,options_data_2025-10-16_10-30.csv
QS,20,11/21/2025,Call,5012,$1M,11794,0,"Thursday, October 16, 2025 at 10:14 AM",Call Sweep,options_data_2025-10-16_10-30.csv
GILD,145,01/15/2027,Call,621,$478.2K,621,0,"Thursday, October 16, 2025 at 10:20 AM",Unusual Call Sweep,options_data_2025-10-16_10-30.csv
GLD,394,11/07/2025,Call,1000,$995K,1030,0,"Thursday, October 16, 2025 at 10:22 AM",Call Sweep,options_data_2025-10-16_10-30.csv
GLD,400,12/19/2025,Call,1617,$2.1M,2495,0,"Thursday, October 16, 2025 at 10:23 AM",Call Sweep,options_data_2025-10-16_10-30.csv
NVDA,120,12/18/2026,Call,150,$1.1M,550,0,"Thursday, October 16, 2025 at 10:24 AM",Call Sweep,options_data_2025-10-16_10-30.csv
SHOP,165,11/21/2025,Put,677,$1M,1305,0,"Thursday, October 16, 2025 at 10:25 AM",Unusual Put Sweep,options_data_2025-10-16_10-30.csv
NVDA,120,12/18/2026,Call,150,$1.1M,701,0,"Thursday, October 16, 2025 at 10:26 AM",Call Sweep,options_data_2025-10-16_10-30.csv
GLD,370,11/21/2025,Call,150,$413.2K,820,0,"Thursday, October 16, 2025 at 10:28 AM",Call Sweep,options_data_2025-10-16_10-30.csv
NVDA,175,11/07/2025,Call,398,$497.5K,472,0,"Thursday, October 16, 2025 at 10:32 AM",Call Sweep,options_data_2025-10-16_10-30.csv
AMD,260,01/16/2026,Call,300,$657K,506,0,"Thursday, October 16, 2025 at 10:32 AM",Call Sweep,options_data_2025-10-16_10-30.csv
AU,50,12/18/2026,Call,360,$1.1M,1198,0,"Thursday, October 16, 2025 at 10:36 AM",Call Sweep,options_data_2025-10-16_12-00.csv
PAAS,35,04/17/2026,Call,426,$426K,500,0,"Thursday, October 16, 2025 at 10:37 AM",Call Sweep,options_data_2025-10-16_12-00.csv
NVDA,195,12/19/2025,Call,1001,$925.9K,3384,0,"Thursday, October 16, 2025 at 10:38 AM",Call Sweep,options_data_2025-10-16_12-00.csv
AU,50,12/18/2026,Call,400,$1.3M,1598,0,"Thursday, October 16, 2025 at 10:39 AM",Call Sweep,options_data_2025-10-16_12-00.csv
APLD,37,01/15/2027,Put,742,$1.1M,743,0,"Thursday, October 16, 2025 at 10:45 AM",Unusual Put Sweep,options_data_2025-10-16_12-00.csv
MU,195,11/07/2025,Call,254,$472.4K,421,0,"Thursday, October 16, 2025 at 10:45 AM",Call Sweep,options_data_2025-10-16_12-00.csv
MU,210,12/19/2025,Call,500,$1.1M,1244,0,"Thursday, October 16, 2025 at 10:45 AM",Call Sweep,options_data_2025-10-16_12-00.csv
SNDK,145,11/21/2025,Put,459,$876.7K,954,0,"Thursday, October 16, 2025 at 10:46 AM",Unusual Put Sweep,options_data_2025-10-16_12-00.csv
AU,50,12/18/2026,Call,400,$1.3M,1998,0,"Thursday, October 16, 2025 at 10:46 AM",Call Sweep,options_data_2025-10-16_12-00.csv
VALE,10,12/18/2026,Put,5279,$517.3K,8733,0,"Thursday, October 16, 2025 at 10:47 AM",Put Sweep,options_data_2025-10-16_12-00.csv
TSM,310,01/16/2026,Call,451,$1.1M,1176,0,"Thursday, October 16, 2025 at 10:52 AM",Call Sweep,options_data_2025-10-16_12-00.csv
BE,120,11/21/2025,Call,1000,$2.2M,1161,0,"Thursday, October 16, 2025 at 10:55 AM",Call Sweep,options_data_2025-10-16_12-00.csv
NVDA,220,12/19/2025,Call,3022,$951.9K,3269,0,"Thursday, October 16, 2025 at 10:57 AM",Call Sweep,options_data_2025-10-16_12-00.csv
AVGO,500,01/16/2026,Call,1005,$517.6K,2263,0,"Thursday, October 16, 2025 at 10:58 AM",Call Sweep,options_data_2025-10-16_12-00.csv
BE,130,12/19/2025,Call,440,$1.1M,442,0,"Thursday, October 16, 2025 at 11:00 AM",Call Sweep,options_data_2025-10-16_12-00.csv
BTQ,10,01/16/2026,Call,887,$571.2K,1537,0,"Thursday, October 16, 2025 at 11:02 AM",Unusual Call Sweep,options_data_2025-10-16_12-00.csv
BE,170,11/21/2025,Call,670,$542.7K,1529,0,"Thursday, October 16, 2025 at 11:03 AM",Call Sweep,options_data_2025-10-16_12-00.csv
BE,130,12/19/2025,Call,690,$1.7M,1952,0,"Thursday, October 16, 2025 at 11:03 AM",Call Sweep,options_data_2025-10-16_12-00.csv
SLV,40.5,01/16/2026,Call,500,$435K,500,0,"Thursday, October 16, 2025 at 11:06 AM",Call Sweep,options_data_2025-10-16_12-00.csv
